X, Y, Z
8497.5,4274.14,1862.78
8497.44,4266.49,1861.15
8497.4,4258.83,1859.57
8497.38,4251.16,1858.03
8497.39,4243.49,1856.53
8497.42,4235.81,1855.08
8497.47,4228.13,1853.67
8497.56,4220.45,1852.3
8497.68,4212.76,1850.98
8497.83,4205.07,1849.71
8498.01,4197.37,1848.48
8498.23,4189.67,1847.3
8498.49,4181.97,1846.17
8498.79,4174.26,1845.09
8499.12,4166.55,1844.06
8499.51,4158.84,1843.08
8499.93,4151.12,1842.15
8500.41,4143.4,1841.27
8500.92,4135.68,1840.45
8501.48,4127.96,1839.67
8502.08,4120.23,1838.94
8502.71,4112.5,1838.27
8503.38,4104.77,1837.64
8504.09,4097.03,1837.07
8504.83,4089.3,1836.54
8505.61,4081.56,1836.06
8506.42,4073.82,1835.63
8507.25,4066.07,1835.24
8508.12,4058.33,1834.9
8509.01,4050.58,1834.61
8509.92,4042.83,1834.37
8510.86,4035.08,1834.17
8511.82,4027.33,1834.02
8512.81,4019.57,1833.92
8513.81,4011.81,1833.86
8514.83,4004.06,1833.84
8515.86,3996.3,1833.87
8516.91,3988.54,1833.94
8517.98,3980.77,1834.05
8519.05,3973.01,1834.21
8520.14,3965.24,1834.41
8521.23,3957.48,1834.66
8522.33,3949.71,1834.94
8523.44,3941.94,1835.27
8524.55,3934.17,1835.64
8525.67,3926.4,1836.05
8526.79,3918.63,1836.5
8527.9,3910.86,1836.99
8529.02,3903.09,1837.52
8530.13,3895.31,1838.09
8531.23,3887.54,1838.7
8532.33,3879.76,1839.34
8533.43,3871.99,1840.03
8534.51,3864.21,1840.75
8535.58,3856.44,1841.51
8536.64,3848.66,1842.31
8537.69,3840.88,1843.14
8538.72,3833.11,1844.01
8539.74,3825.33,1844.92
8540.74,3817.55,1845.86
8541.72,3809.78,1846.84
8542.67,3802,1847.85
8543.61,3794.22,1848.9
8544.52,3786.45,1849.98
8545.4,3778.67,1851.1
8546.26,3770.9,1852.24
8547.09,3763.12,1853.43
8547.89,3755.35,1854.64
8548.66,3747.57,1855.89
8549.4,3739.8,1857.17
8550.1,3732.03,1858.48
8550.78,3724.26,1859.82
8551.42,3716.5,1861.2
8552.02,3708.74,1862.61
8552.59,3700.98,1864.05
8553.13,3693.23,1865.52
8553.63,3685.48,1867.03
8554.09,3677.74,1868.57
8554.52,3670.01,1870.14
8554.9,3662.28,1871.75
8555.25,3654.56,1873.38
8555.56,3646.84,1875.05
8555.83,3639.14,1876.75
8556.06,3631.44,1878.48
8556.24,3623.75,1880.25
8556.38,3616.07,1882.05
8556.48,3608.4,1883.88
8556.54,3600.74,1885.74
8556.55,3593.1,1887.63
8556.52,3585.46,1889.56
8556.44,3577.84,1891.52
8556.31,3570.23,1893.51
8556.14,3562.63,1895.53
8555.92,3555.04,1897.58
8555.65,3547.47,1899.67
8555.33,3539.92,1901.78
8554.96,3532.38,1903.93
8554.54,3524.85,1906.12
8554.07,3517.34,1908.33
8553.54,3509.85,1910.57
8552.97,3502.37,1912.85
8552.33,3494.91,1915.16
8551.65,3487.47,1917.5
8550.91,3480.05,1919.87
8550.12,3472.65,1922.28
8549.26,3465.27,1924.71
8548.35,3457.9,1927.18
8547.39,3450.56,1929.68
8546.36,3443.24,1932.21
8545.28,3435.94,1934.77
8544.13,3428.66,1937.36
8542.93,3421.4,1939.99
8541.66,3414.17,1942.64
8540.33,3406.96,1945.33
8538.94,3399.78,1948.05
8537.49,3392.61,1950.8
8535.97,3385.48,1953.58
8534.39,3378.37,1956.39
8532.75,3371.28,1959.24
8531.05,3364.22,1962.11
8529.3,3357.18,1965.02
8527.51,3350.16,1967.96
8525.66,3343.17,1970.93
8523.78,3336.19,1973.93
8521.86,3329.24,1976.96
8519.9,3322.31,1980.02
8517.92,3315.4,1983.11
8515.9,3308.5,1986.24
8513.87,3301.63,1989.39
8511.81,3294.77,1992.58
8509.74,3287.93,1995.79
8507.65,3281.1,1999.04
8505.56,3274.29,2002.32
8503.46,3267.5,2005.62
8501.36,3260.72,2008.96
8499.26,3253.95,2012.33
8497.17,3247.2,2015.73
8495.09,3240.46,2019.16
8493.02,3233.73,2022.62
8490.96,3227.02,2026.12
8488.93,3220.31,2029.64
8486.92,3213.62,2033.19
8484.94,3206.93,2036.77
8482.99,3200.25,2040.39
8481.07,3193.58,2044.03
8479.2,3186.92,2047.7
8477.36,3180.27,2051.4
8475.57,3173.62,2055.14
8473.83,3166.98,2058.9
8472.14,3160.34,2062.69
8470.51,3153.71,2066.52
8468.94,3147.08,2070.37
8467.43,3140.46,2074.25
8465.99,3133.84,2078.17
8464.62,3127.22,2082.11
8463.33,3120.6,2086.08
8462.12,3113.98,2090.08
8460.98,3107.36,2094.12
8459.91,3100.75,2098.17
8458.91,3094.13,2102.26
8457.96,3087.52,2106.37
8457.07,3080.91,2110.5
8456.22,3074.31,2114.65
8455.41,3067.71,2118.83
8454.64,3061.12,2123.02
8453.89,3054.53,2127.23
8453.17,3047.95,2131.45
8452.45,3041.37,2135.69
8451.75,3034.8,2139.93
8451.04,3028.25,2144.19
8450.33,3021.69,2148.46
8449.61,3015.15,2152.74
8448.88,3008.62,2157.02
8448.11,3002.1,2161.31
8447.32,2995.59,2165.6
8446.5,2989.1,2169.89
8445.62,2982.61,2174.18
8444.71,2976.14,2178.46
8443.73,2969.69,2182.75
8442.69,2963.24,2187.03
8441.59,2956.81,2191.3
8440.41,2950.4,2195.57
8439.15,2944.01,2199.83
8437.8,2937.63,2204.07
8436.36,2931.27,2208.31
8434.82,2924.92,2212.53
8433.17,2918.6,2216.73
8431.42,2912.3,2220.92
8429.54,2906.01,2225.09
8427.55,2899.75,2229.24
8425.46,2893.5,2233.38
8423.27,2887.28,2237.51
8420.98,2881.08,2241.63
8418.61,2874.9,2245.75
8416.15,2868.74,2249.86
8413.61,2862.61,2253.97
8411,2856.5,2258.09
8408.32,2850.41,2262.21
8405.58,2844.34,2266.34
8402.79,2838.3,2270.48
8399.95,2832.28,2274.63
8397.06,2826.29,2278.79
8394.13,2820.33,2282.98
8391.18,2814.38,2287.18
8388.19,2808.47,2291.41
8385.18,2802.58,2295.66
8382.16,2796.72,2299.94
8379.13,2790.88,2304.25
8376.09,2785.07,2308.59
8373.06,2779.29,2312.97
8370.03,2773.54,2317.39
8367.01,2767.81,2321.85
8364.01,2762.11,2326.35
8361.04,2756.45,2330.9
8358.1,2750.81,2335.5
8355.19,2745.2,2340.14
8352.32,2739.62,2344.85
8349.49,2734.07,2349.6
8346.72,2728.55,2354.42
8344.01,2723.07,2359.3
8341.36,2717.61,2364.24
8338.76,2712.19,2369.23
8336.22,2706.79,2374.28
8333.72,2701.41,2379.38
8331.27,2696.05,2384.53
8328.86,2690.72,2389.71
8326.49,2685.39,2394.93
8324.14,2680.09,2400.17
8321.83,2674.79,2405.44
8319.54,2669.51,2410.74
8317.26,2664.23,2416.04
8315,2658.95,2421.36
8312.75,2653.68,2426.69
8310.51,2648.41,2432.02
8308.27,2643.13,2437.35
8306.03,2637.85,2442.66
8303.78,2632.56,2447.97
8301.52,2627.26,2453.26
8299.24,2621.94,2458.53
8296.94,2616.62,2463.77
8294.62,2611.27,2468.98
8292.28,2605.91,2474.16
8289.9,2600.52,2479.3
8287.48,2595.11,2484.39
8285.03,2589.67,2489.43
8282.52,2584.2,2494.42
8279.97,2578.69,2499.35
8277.37,2573.16,2504.22
8274.72,2567.6,2509.04
8272.02,2562.01,2513.8
8269.27,2556.4,2518.52
8266.47,2550.78,2523.19
8263.63,2545.15,2527.83
8260.74,2539.5,2532.43
8257.81,2533.86,2537.01
8254.85,2528.22,2541.57
8251.84,2522.58,2546.1
8248.79,2516.95,2550.62
8245.71,2511.33,2555.13
8242.58,2505.73,2559.64
8239.43,2500.16,2564.15
8236.24,2494.61,2568.66
8233.02,2489.09,2573.19
8229.77,2483.6,2577.72
8226.5,2478.16,2582.28
8223.19,2472.76,2586.86
8219.86,2467.4,2591.46
8216.5,2462.1,2596.11
8213.12,2456.85,2600.78
8209.71,2451.66,2605.5
8206.29,2446.54,2610.27
8202.85,2441.48,2615.09
8199.38,2436.48,2619.95
8195.9,2431.54,2624.85
8192.4,2426.66,2629.8
8188.89,2421.84,2634.79
8185.36,2417.06,2639.83
8181.82,2412.35,2644.9
8178.26,2407.68,2650.01
8174.69,2403.06,2655.16
8171.11,2398.48,2660.35
8167.52,2393.95,2665.57
8163.91,2389.46,2670.83
8160.3,2385.01,2676.12
8156.68,2380.6,2681.44
8153.06,2376.22,2686.79
8149.43,2371.88,2692.17
8145.79,2367.57,2697.58
8142.15,2363.29,2703.02
8138.5,2359.04,2708.48
8134.86,2354.81,2713.97
8131.21,2350.61,2719.48
8127.56,2346.42,2725.01
8123.91,2342.26,2730.56
8120.26,2338.12,2736.13
8116.61,2333.99,2741.72
8112.97,2329.88,2747.33
8109.33,2325.77,2752.96
8105.7,2321.68,2758.6
8102.07,2317.6,2764.25
8098.45,2313.52,2769.92
8094.84,2309.44,2775.59
8091.23,2305.37,2781.28
8087.63,2301.29,2786.98
8084.05,2297.22,2792.68
8080.47,2293.14,2798.39
8076.91,2289.05,2804.11
8073.36,2284.96,2809.83
8069.83,2280.85,2815.55
8066.31,2276.73,2821.27
8062.8,2272.6,2827
8059.32,2268.45,2832.72
8055.85,2264.29,2838.45
8052.39,2260.11,2844.17
8048.95,2255.91,2849.89
8045.53,2251.7,2855.61
8042.12,2247.48,2861.32
8038.72,2243.24,2867.04
8035.33,2239,2872.76
8031.96,2234.75,2878.47
8028.59,2230.49,2884.19
8025.23,2226.23,2889.9
8021.87,2221.97,2895.62
8018.53,2217.7,2901.33
8015.18,2213.44,2907.05
8011.85,2209.17,2912.77
8008.51,2204.91,2918.48
8005.18,2200.65,2924.2
8001.84,2196.39,2929.92
7998.51,2192.14,2935.64
7995.18,2187.91,2941.37
7991.84,2183.68,2947.09
7988.5,2179.46,2952.82
7985.15,2175.25,2958.54
7981.8,2171.06,2964.27
7978.45,2166.88,2970.01
7975.08,2162.72,2975.74
7971.71,2158.58,2981.48
7968.32,2154.46,2987.22
7964.93,2150.36,2992.97
7961.52,2146.28,2998.71
7958.11,2142.23,3004.46
7954.67,2138.2,3010.22
7951.23,2134.2,3015.98
7947.76,2130.23,3021.74
7944.28,2126.28,3027.51
7940.79,2122.37,3033.28
7937.27,2118.49,3039.06
7933.73,2114.65,3044.84
7930.17,2110.84,3050.62
7926.59,2107.07,3056.41
7922.99,2103.34,3062.21
7919.36,2099.64,3068.01
7915.71,2095.99,3073.82
7912.03,2092.38,3079.63
7908.32,2088.82,3085.45
7904.58,2085.3,3091.28
7900.82,2081.83,3097.11
7897.02,2078.41,3102.95
7893.19,2075.04,3108.79
7889.33,2071.71,3114.64
7885.44,2068.45,3120.5
7881.51,2065.23,3126.37
7877.55,2062.08,3132.24
7873.55,2058.98,3138.12
7869.51,2055.94,3144.01
7865.44,2052.95,3149.91
7861.33,2050.02,3155.82
7857.19,2047.14,3161.73
7853.03,2044.31,3167.66
7848.84,2041.53,3173.59
7844.62,2038.8,3179.54
7840.38,2036.11,3185.49
7836.12,2033.46,3191.45
7831.84,2030.86,3197.43
7827.55,2028.3,3203.41
7823.24,2025.77,3209.41
7818.91,2023.28,3215.42
7814.58,2020.83,3221.44
7810.24,2018.4,3227.48
7805.89,2016.01,3233.52
7801.54,2013.65,3239.58
7797.18,2011.31,3245.66
7792.82,2009,3251.74
7788.47,2006.72,3257.85
7784.11,2004.45,3263.96
7779.77,2002.21,3270.09
7775.43,1999.98,3276.24
7771.1,1997.77,3282.4
7766.78,1995.57,3288.57
7762.48,1993.39,3294.76
7758.19,1991.22,3300.97
7753.91,1989.05,3307.2
7749.66,1986.9,3313.44
7745.43,1984.75,3319.7
7741.22,1982.6,3325.98
7737.04,1980.45,3332.27
7732.89,1978.31,3338.58
7728.76,1976.16,3344.92
7724.67,1974.01,3351.27
7720.61,1971.86,3357.64
7716.58,1969.7,3364.03
7712.59,1967.52,3370.43
7708.65,1965.34,3376.86
7704.74,1963.15,3383.31
7700.88,1960.94,3389.78
7697.06,1958.72,3396.28
7693.29,1956.47,3402.79
7689.57,1954.21,3409.33
7685.91,1951.93,3415.88
7682.29,1949.62,3422.46
7678.73,1947.29,3429.07
7675.23,1944.93,3435.69
7671.79,1942.54,3442.34
7668.41,1940.13,3449.01
7665.1,1937.68,3455.71
7661.85,1935.19,3462.43
7658.66,1932.67,3469.18
7655.55,1930.12,3475.95
7652.49,1927.53,3482.74
7649.5,1924.91,3489.56
7646.56,1922.27,3496.39
7643.68,1919.6,3503.25
7640.84,1916.91,3510.12
7638.05,1914.21,3517.01
7635.29,1911.49,3523.91
7632.58,1908.76,3530.83
7629.89,1906.02,3537.76
7627.24,1903.27,3544.7
7624.61,1900.53,3551.64
7622,1897.78,3558.6
7619.41,1895.03,3565.57
7616.84,1892.3,3572.54
7614.27,1889.57,3579.51
7611.71,1886.85,3586.49
7609.15,1884.15,3593.47
7606.6,1881.47,3600.44
7604.03,1878.81,3607.42
7601.46,1876.17,3614.4
7598.87,1873.56,3621.37
7596.27,1870.98,3628.33
7593.65,1868.43,3635.29
7591.01,1865.92,3642.24
7588.33,1863.45,3649.19
7585.63,1861.02,3656.12
7582.89,1858.64,3663.04
7580.11,1856.3,3669.95
7577.29,1854.02,3676.84
7574.42,1851.79,3683.71
7571.5,1849.62,3690.57
7568.52,1847.5,3697.41
7565.49,1845.45,3704.23
7562.4,1843.47,3711.03
7559.23,1841.55,3717.81
7556.01,1839.71,3724.56
7552.7,1837.94,3731.29
7549.32,1836.25,3737.99
7545.86,1834.64,3744.67
7542.32,1833.11,3751.31
7538.68,1831.67,3757.92
7534.96,1830.32,3764.5
7531.13,1829.07,3771.05
7527.22,1827.9,3777.57
